# emapper version: emapper-2.0.1 emapper DB: 2.0
# command: ./emapper.py  -i GCF_000963815.1_ASM96381v1_protein.faa --output GCF_000963815.1_ASM96381v1_protein.faa.eggnog -m diamond --target_orthologs all --cpu 14
# time: Tue Jun 16 14:05:02 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
WP_001083258.1	470.IX87_04295	0.0	1709.1	Moraxellaceae	mutS	GO:0000018,GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003690,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0008301,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0030554,GO:0030983,GO:0031323,GO:0032136,GO:0032300,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0042802,GO:0043167,GO:0043168,GO:0043170,GO:0043531,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051171,GO:0051716,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1990391		ko:K03555	ko03430,map03430				ko00000,ko00001,ko03400			iECW_1372.ECW_m2935,iWFL_1372.ECW_m2935	Bacteria	1MUGX@1224,1RNW3@1236,3NK8D@468,COG0249@1,COG0249@2	NA|NA|NA	L	that it carries out the mismatch recognition step. This protein has a weak ATPase activity
WP_001083663.1	470.IX87_01955	1.7e-31	141.4	Moraxellaceae													Bacteria	1NKW7@1224,1SHYY@1236,2DTU2@1,33MMM@2,3NPHC@468	NA|NA|NA		
WP_001083669.1	470.IX87_15660	4.3e-255	886.7	Moraxellaceae	fokIM		2.1.1.72	ko:K07318					ko00000,ko01000,ko02048				Bacteria	1R6P4@1224,1S9C7@1236,3NJQR@468,COG3392@1,COG3392@2	NA|NA|NA	L	D12 class N6 adenine-specific DNA methyltransferase
WP_001083680.1	470.IX87_17655	1.7e-38	164.9	Moraxellaceae	yrbA	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0051536,GO:0051537,GO:0051540		ko:K07390					ko00000,ko03029,ko03110				Bacteria	1N1WJ@1224,1SCAR@1236,3NNZ6@468,COG5007@1,COG5007@2	NA|NA|NA	K	Belongs to the BolA IbaG family
WP_001084312.1	470.IX87_12220	6.2e-105	386.7	Moraxellaceae	VM57_08315		3.2.2.10	ko:K06966	ko00230,ko00240,map00230,map00240		R00182,R00510	RC00063,RC00318	ko00000,ko00001,ko01000				Bacteria	1RD59@1224,1S4C3@1236,3NSP7@468,COG1611@1,COG1611@2	NA|NA|NA	S	Belongs to the LOG family
WP_001084464.1	470.IX87_20765	1.5e-252	878.2	Moraxellaceae	antA												Bacteria	1N6MJ@1224,1RSEF@1236,3NKFV@468,COG4638@1,COG4638@2	NA|NA|NA	P	Ring hydroxylating alpha subunit (catalytic domain)
WP_001084783.1	470.IX87_21825	0.0	1833.9	Moraxellaceae	nasA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	1.6.99.3,1.7.7.2	ko:K00367,ko:K00372,ko:K03885	ko00190,ko00910,ko01120,map00190,map00910,map01120	M00531	R00791,R00798,R01106	RC02812	ko00000,ko00001,ko00002,ko01000				Bacteria	1NS3T@1224,1RMWN@1236,3NJ0R@468,COG0243@1,COG0243@2,COG1251@1,COG1251@2	NA|NA|NA	C	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family
WP_001084820.1	1217712.F971_02572	5.8e-36	156.4	Moraxellaceae													Bacteria	1P6I2@1224,1SVIF@1236,299TM@1,2ZWVT@2,3NPWE@468	NA|NA|NA		
WP_001084863.1	470.IX87_05625	3.5e-199	700.7	Moraxellaceae	pyrC	GO:0003674,GO:0003824,GO:0004151,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006206,GO:0006207,GO:0006220,GO:0006221,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009117,GO:0009165,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016787,GO:0016810,GO:0016812,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019856,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046112,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	3.5.2.3	ko:K01465	ko00240,ko01100,map00240,map01100	M00051	R01993	RC00632	ko00000,ko00001,ko00002,ko01000				Bacteria	1MUYP@1224,1RNEN@1236,3NK3G@468,COG0418@1,COG0418@2	NA|NA|NA	F	Catalyzes the reversible cyclization of carbamoyl aspartate to dihydroorotate
WP_001084909.1	575564.HMPREF0014_00201	6e-147	526.9	Moraxellaceae				ko:K07088					ko00000				Bacteria	1N1X9@1224,1RY7R@1236,3NJRQ@468,COG0679@1,COG0679@2	NA|NA|NA	S	Membrane transport protein
WP_001085070.1	470.IX87_17135	3.8e-119	434.1	Moraxellaceae	acpT	GO:0003674,GO:0003824,GO:0006082,GO:0006464,GO:0006520,GO:0006553,GO:0006629,GO:0006631,GO:0006633,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008652,GO:0008897,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009987,GO:0016053,GO:0016740,GO:0016772,GO:0016780,GO:0018070,GO:0018193,GO:0018209,GO:0018215,GO:0019538,GO:0019752,GO:0019878,GO:0032787,GO:0036211,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:0072330,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.7.8.7	ko:K00997,ko:K06133	ko00770,map00770		R01625	RC00002	ko00000,ko00001,ko01000			iECNA114_1301.ECNA114_3584	Bacteria	1NH1U@1224,1S2S8@1236,3NJX1@468,COG2091@1,COG2091@2	NA|NA|NA	H	Belongs to the P-Pant transferase superfamily
WP_001085433.1	470.IX87_07500	2e-239	834.7	Moraxellaceae	dctA	GO:0003333,GO:0003674,GO:0005215,GO:0005310,GO:0005326,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006835,GO:0006836,GO:0006855,GO:0006865,GO:0006950,GO:0006974,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015138,GO:0015140,GO:0015141,GO:0015171,GO:0015172,GO:0015179,GO:0015183,GO:0015238,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015366,GO:0015556,GO:0015672,GO:0015711,GO:0015740,GO:0015741,GO:0015743,GO:0015744,GO:0015800,GO:0015807,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0031224,GO:0031226,GO:0033554,GO:0034220,GO:0042221,GO:0042493,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0070778,GO:0071422,GO:0071423,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:0098660,GO:0098662,GO:1902475,GO:1902600,GO:1903825,GO:1905039		ko:K11102,ko:K11103	ko02020,map02020				ko00000,ko00001,ko02000	2.A.23.1.1,2.A.23.1.2,2.A.23.1.3,2.A.23.1.6,2.A.23.1.7		iSDY_1059.SDY_4548	Bacteria	1MU0Q@1224,1RMEN@1236,3NJNC@468,COG1301@1,COG1301@2	NA|NA|NA	U	Responsible for the transport of dicarboxylates such as succinate, fumarate, and malate across the membrane
WP_001086059.1	470.IX87_10285	2e-141	508.4	Moraxellaceae	sadH												Bacteria	1R7MT@1224,1S0XC@1236,3NKHN@468,COG0300@1,COG0300@2	NA|NA|NA	S	Belongs to the short-chain dehydrogenases reductases (SDR) family
WP_001086304.1	1029823.AFIE01000038_gene206	7.7e-42	176.0	Moraxellaceae	fis	GO:0000018,GO:0000229,GO:0000785,GO:0000786,GO:0000787,GO:0000789,GO:0000976,GO:0000984,GO:0000985,GO:0001017,GO:0001046,GO:0001047,GO:0001067,GO:0001121,GO:0001130,GO:0001131,GO:0001140,GO:0001216,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008301,GO:0009058,GO:0009059,GO:0009314,GO:0009628,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016032,GO:0016070,GO:0018130,GO:0019042,GO:0019045,GO:0019046,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031421,GO:0032359,GO:0032774,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0034654,GO:0042802,GO:0042803,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044374,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044427,GO:0044444,GO:0044446,GO:0044464,GO:0044815,GO:0045892,GO:0045893,GO:0045911,GO:0045934,GO:0045935,GO:0046483,GO:0046983,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051054,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051704,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141		ko:K03557,ko:K07712	ko02020,ko05111,map02020,map05111	M00497			ko00000,ko00001,ko00002,ko02022,ko03000,ko03036,ko03400				Bacteria	1N7MJ@1224,1SD35@1236,3NNW8@468,COG2901@1,COG2901@2	NA|NA|NA	KL	Activates ribosomal RNA transcription. Plays a direct role in upstream activation of rRNA promoters
WP_001086349.1	436717.AOLE_15025	1.7e-263	914.8	Moraxellaceae	terL												Bacteria	1NKZK@1224,1S0WX@1236,3NK4C@468,COG5362@1,COG5362@2,COG5410@1,COG5410@2	NA|NA|NA	S	Terminase RNaseH-like domain
WP_001087812.1	470.IX87_13055	6.3e-99	366.7	Moraxellaceae													Bacteria	1NBFY@1224,1SCJ7@1236,3NM1Y@468,COG3152@1,COG3152@2	NA|NA|NA	S	Protein of unknown function (DUF805)
WP_001088069.1	470.IX87_12385	6.5e-75	286.6	Moraxellaceae													Bacteria	1QP19@1224,1TMQ9@1236,2AZAG@1,31RHR@2,3NP5E@468	NA|NA|NA		
WP_001088252.1	575564.HMPREF0014_00362	9e-278	962.2	Moraxellaceae	calB		1.2.1.68	ko:K00154					ko00000,ko01000				Bacteria	1MVGW@1224,1RN53@1236,3NJP9@468,COG1012@1,COG1012@2	NA|NA|NA	C	belongs to the aldehyde dehydrogenase family
WP_001088745.1	1217708.F887_00968	2.9e-234	817.4	Moraxellaceae			1.14.15.7	ko:K00499	ko00260,map00260		R07409	RC00087	ko00000,ko00001,ko01000				Bacteria	1MWXW@1224,1S02J@1236,3NT7A@468,COG4638@1,COG4638@2	NA|NA|NA	P	Ring hydroxylating alpha subunit (catalytic domain)
WP_001088855.1	575564.HMPREF0014_02008	3.5e-67	260.8	Moraxellaceae													Bacteria	1N51H@1224,1SA0F@1236,3NN4N@468,COG3671@1,COG3671@2	NA|NA|NA	S	membrane
WP_001089027.1	470.IX87_13315	1.4e-215	755.4	Moraxellaceae	ynfM	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944		ko:K08224					ko00000,ko02000	2.A.1.36			Bacteria	1MWFH@1224,1RPAT@1236,3NJDF@468,COG0477@1,COG2814@2	NA|NA|NA	EGP	Major facilitator Superfamily
WP_001089412.1	470.IX87_16565	2.1e-171	608.2	Moraxellaceae	rluC	GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016853,GO:0016866,GO:0022613,GO:0031118,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360	5.4.99.24	ko:K06179					ko00000,ko01000,ko03009				Bacteria	1MVDX@1224,1RPAN@1236,3NJU3@468,COG0564@1,COG0564@2	NA|NA|NA	J	Responsible for synthesis of pseudouridine from uracil
WP_001089458.1	470.IX87_06460	5.7e-144	516.9	Moraxellaceae	thiM		2.7.1.50	ko:K00878	ko00730,ko01100,map00730,map01100	M00127	R04448	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000				Bacteria	1MVES@1224,1RRAE@1236,3NJ79@468,COG2145@1,COG2145@2	NA|NA|NA	H	Catalyzes the phosphorylation of the hydroxyl group of 4-methyl-5-beta-hydroxyethylthiazole (THZ)
WP_001089491.1	470.IX87_07995	8.2e-159	566.2	Moraxellaceae	map	GO:0003674,GO:0003824,GO:0004177,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008198,GO:0008233,GO:0008235,GO:0008237,GO:0008238,GO:0009987,GO:0016787,GO:0019538,GO:0036211,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0070006,GO:0070011,GO:0070084,GO:0071704,GO:0140096,GO:1901564	3.4.11.18	ko:K01265					ko00000,ko01000,ko01002				Bacteria	1MU99@1224,1RMHN@1236,3NK8T@468,COG0024@1,COG0024@2	NA|NA|NA	E	Methionine aminopeptidase
WP_001089740.1	470.IX87_13525	0.0	2276.1	Moraxellaceae	MA20_19630												Bacteria	1MUY7@1224,1RP2U@1236,3NISR@468,COG0591@1,COG0591@2,COG0642@1,COG0784@1,COG0784@2,COG2205@2	NA|NA|NA	T	PhoQ Sensor
WP_001090100.1	470.IX87_08630	3.6e-272	943.7	Moraxellaceae				ko:K02068,ko:K02069,ko:K06147		M00211			ko00000,ko00002,ko02000	3.A.1.106,3.A.1.109,3.A.1.21,9.B.25.1			Bacteria	1NX06@1224,1RY9D@1236,3NJTQ@468,COG1132@1,COG1132@2	NA|NA|NA	V	ABC transporter transmembrane region
WP_001090284.1	470.IX87_15285	0.0	1158.7	Moraxellaceae	argS	GO:0003674,GO:0003824,GO:0004812,GO:0004814,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006420,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.19	ko:K01887	ko00970,map00970	M00359,M00360	R03646	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029			iAF987.Gmet_1434	Bacteria	1MU4J@1224,1RPRC@1236,3NK37@468,COG0018@1,COG0018@2	NA|NA|NA	J	Arginyl-tRNA synthetase
WP_001090305.1	470.IX87_00580	0.0	1370.1	Moraxellaceae	ppk		2.7.4.1	ko:K00937	ko00190,ko03018,map00190,map03018				ko00000,ko00001,ko01000,ko03019			iJN746.PP_5217	Bacteria	1MUM3@1224,1RNRX@1236,3NJXP@468,COG0855@1,COG0855@2	NA|NA|NA	H	Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP)
WP_001090546.1	520709.F985_03194	4.2e-138	497.3	Moraxellaceae	IV02_09290			ko:K09967					ko00000				Bacteria	1N2KR@1224,1RN5H@1236,3NJCU@468,COG3665@1,COG3665@2	NA|NA|NA	S	Domain of unknown function (DUF1989)
WP_001090743.1	470.IX87_14700	4.3e-103	380.6	Moraxellaceae	pfs		3.2.2.9	ko:K01243	ko00270,ko01100,ko01230,map00270,map01100,map01230	M00034,M00609	R00194,R01401	RC00063,RC00318	ko00000,ko00001,ko00002,ko01000				Bacteria	1N3M7@1224,1SG1I@1236,3NJ5G@468,COG0775@1,COG0775@2	NA|NA|NA	F	Phosphorylase superfamily
WP_001091000.1	871585.BDGL_000602	0.0	1105.9	Moraxellaceae	bccA		6.3.4.14,6.4.1.2,6.4.1.3	ko:K11263	ko00061,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00741	R00742,R01859,R04385	RC00040,RC00097,RC00253,RC00367,RC00609	ko00000,ko00001,ko00002,ko01000				Bacteria	1P6RE@1224,1RSJH@1236,3NM3W@468,COG4770@1,COG4770@2	NA|NA|NA	I	Biotin carboxylase, N-terminal domain
WP_001091033.1	470.IX87_15120	4.5e-191	673.7	Moraxellaceae	echA9		1.1.1.31,3.1.2.4,4.2.1.17	ko:K00020,ko:K01692,ko:K05605	ko00071,ko00280,ko00281,ko00310,ko00360,ko00362,ko00380,ko00410,ko00627,ko00640,ko00650,ko00903,ko00930,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00071,map00280,map00281,map00310,map00360,map00362,map00380,map00410,map00627,map00640,map00650,map00903,map00930,map01100,map01110,map01120,map01130,map01200,map01212	M00013,M00032,M00087	R03026,R03045,R03158,R04137,R04170,R04204,R04224,R04738,R04740,R04744,R04746,R04749,R05064,R05066,R05595,R06411,R06412,R06942,R08093	RC00004,RC00014,RC00099,RC00137,RC00831,RC00834,RC01086,RC01095,RC01098,RC01103,RC01217,RC02115	ko00000,ko00001,ko00002,ko01000				Bacteria	1MU0B@1224,1RN07@1236,3NKSC@468,COG1024@1,COG1024@2	NA|NA|NA	I	Enoyl-CoA hydratase/isomerase
WP_001091098.1	470.IX87_18095	4.4e-263	913.3	Moraxellaceae	nuoF	GO:0000166,GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0010181,GO:0015980,GO:0016020,GO:0030964,GO:0032553,GO:0032991,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0045333,GO:0048037,GO:0050662,GO:0051287,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0070469,GO:0070470,GO:0071944,GO:0097159,GO:0097367,GO:0098796,GO:0098797,GO:0098803,GO:1901265,GO:1901363,GO:1902494,GO:1990204	1.6.5.3	ko:K00335	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1			Bacteria	1MV8F@1224,1RMUD@1236,3NK5F@468,COG1894@1,COG1894@2	NA|NA|NA	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain
WP_001091858.1	575564.HMPREF0014_03475	2.6e-108	398.3	Moraxellaceae	azlC												Bacteria	1MVGN@1224,1S2AK@1236,3NSUP@468,COG1296@1,COG1296@2	NA|NA|NA	E	AzlC protein
WP_001091947.1	436717.AOLE_01975	3.6e-132	477.6	Moraxellaceae	mlaE	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944		ko:K02066	ko02010,map02010	M00210,M00669,M00670			ko00000,ko00001,ko00002,ko02000	3.A.1.27			Bacteria	1MVPN@1224,1RM9H@1236,3NM1S@468,COG0767@1,COG0767@2	NA|NA|NA	Q	Permease MlaE
WP_001091966.1	470.IX87_07375	5e-102	377.1	Moraxellaceae	cvpA			ko:K03558					ko00000				Bacteria	1N67R@1224,1SAWF@1236,3NJ5J@468,COG1286@1,COG1286@2	NA|NA|NA	S	membrane protein, required for colicin V production
WP_001092295.1	470.IX87_17010	0.0	1375.5	Moraxellaceae	pta	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006083,GO:0006084,GO:0006085,GO:0006091,GO:0006113,GO:0006139,GO:0006163,GO:0006164,GO:0006520,GO:0006566,GO:0006567,GO:0006629,GO:0006631,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008959,GO:0009056,GO:0009058,GO:0009063,GO:0009066,GO:0009068,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0015980,GO:0016053,GO:0016054,GO:0016407,GO:0016740,GO:0016746,GO:0016747,GO:0016999,GO:0017000,GO:0017001,GO:0017144,GO:0018130,GO:0019413,GO:0019427,GO:0019438,GO:0019541,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0035383,GO:0035384,GO:0042737,GO:0043167,GO:0043169,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044255,GO:0044271,GO:0044272,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045733,GO:0046390,GO:0046394,GO:0046395,GO:0046459,GO:0046483,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0055086,GO:0055114,GO:0070689,GO:0071616,GO:0071704,GO:0072329,GO:0072330,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606	1.1.1.40,2.3.1.8	ko:K00029,ko:K13788	ko00430,ko00620,ko00640,ko00680,ko00710,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00710,map00720,map01100,map01120,map01200	M00169,M00172,M00357,M00579	R00216,R00230,R00921	RC00004,RC00105,RC02746,RC02816	ko00000,ko00001,ko00002,ko01000			iG2583_1286.G2583_2834,iYL1228.KPN_02688	Bacteria	1QTS5@1224,1RMJS@1236,3NJD4@468,COG0280@1,COG0280@2,COG0857@1,COG0857@2	NA|NA|NA	C	belongs to the CobB CobQ family
WP_001092394.1	470.IX87_15095	3.9e-284	983.4	Moraxellaceae	mmsA		1.2.1.18,1.2.1.27	ko:K00140	ko00280,ko00410,ko00562,ko00640,ko01100,ko01200,map00280,map00410,map00562,map00640,map01100,map01200	M00013	R00705,R00706,R00922,R00935	RC00004,RC02723,RC02817	ko00000,ko00001,ko00002,ko01000			iJN746.PP_4667	Bacteria	1MUHV@1224,1RNFN@1236,3NIFA@468,COG1012@1,COG1012@2	NA|NA|NA	C	Aldehyde dehydrogenase family
WP_001092426.1	520709.F985_02308	3.6e-83	314.3	Moraxellaceae													Bacteria	1QNB2@1224,1TKUN@1236,2AYM6@1,31QRJ@2,3NKIT@468	NA|NA|NA		
WP_001092656.1	470.IX87_03010	1.3e-151	542.3	Moraxellaceae	tauC	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0010438,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0042594,GO:0042908,GO:0042910,GO:0042918,GO:0042959,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071496,GO:0071944		ko:K15552	ko00920,ko02010,map00920,map02010	M00435			ko00000,ko00001,ko00002,ko02000	3.A.1.17.1,3.A.1.17.4		iAPECO1_1312.APECO1_1637,iECOK1_1307.ECOK1_0349,iECS88_1305.ECS88_0364,iUMN146_1321.UM146_15525,iUTI89_1310.UTI89_C0386	Bacteria	1MWDJ@1224,1RQ0A@1236,3NK7R@468,COG0600@1,COG0600@2	NA|NA|NA	P	Binding-protein-dependent transport system inner membrane component
WP_001092989.1	470.IX87_00505	1e-93	349.4	Moraxellaceae				ko:K09965					ko00000				Bacteria	1RK12@1224,1SAPY@1236,3NJTP@468,COG3644@1,COG3644@2	NA|NA|NA	S	Uncharacterized protein conserved in bacteria (DUF2239)
WP_001093105.1	470.IX87_08620	7.8e-132	476.5	Moraxellaceae	basI		6.3.2.14	ko:K02362	ko01053,ko01110,ko01130,map01053,map01110,map01130		R07644	RC00162,RC03046	ko00000,ko00001,ko01000				Bacteria	1QNU6@1224,1TMG2@1236,3NNAD@468,COG2977@1,COG2977@2	NA|NA|NA	Q	4'-phosphopantetheinyl transferase superfamily
WP_001093416.1	470.IX87_07505	8.7e-187	659.4	Moraxellaceae	ybiB	GO:0003674,GO:0003676,GO:0003677,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464,GO:0097159,GO:1901363	2.4.2.18	ko:K00766	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00023	R01073	RC00440	ko00000,ko00001,ko00002,ko01000				Bacteria	1QJ8Q@1224,1RY26@1236,3NJHX@468,COG0547@1,COG0547@2	NA|NA|NA	E	Glycosyl transferase family, helical bundle domain
