# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3201736	3203523	-	WP_000852150.1	WP_000852150.1		NADH-quinone oxidoreductase subunit C/D	nuoC		ABUW_RS15420	1788	595	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3203608	3204285	-							ABUW_RS15425	678		old_locus_tag=ABUW_3176
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3203608	3204285	-	WP_000878003.1	WP_000878003.1		NADH-quinone oxidoreductase subunit B			ABUW_RS15425	678	225	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3204292	3204771	-					ndhC		ABUW_RS15430	480		old_locus_tag=ABUW_3177
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3204292	3204771	-	WP_161283649.1	WP_161283649.1		NADH-quinone oxidoreductase subunit A	ndhC		ABUW_RS15430	480	159	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3205271	3206692	+							ABUW_RS15435	1422		old_locus_tag=ABUW_3178
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3205271	3206692	+	WP_001147042.1	WP_001147042.1		GGDEF domain-containing protein			ABUW_RS15435	1422	473	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3206839	3207138	+							ABUW_RS15440	300		old_locus_tag=ABUW_3179
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3206839	3207138	+	WP_011858483.1	WP_011858483.1		hypothetical protein			ABUW_RS15440	300	99	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3207160	3208752	-					bfmS		ABUW_RS15445	1593		old_locus_tag=ABUW_3180
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3207160	3208752	-	WP_000226705.1	WP_000226705.1		sensor histidine kinase BfmS	bfmS		ABUW_RS15445	1593	530	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3208842	3209558	-					bfmR		ABUW_RS15450	717		old_locus_tag=ABUW_3181
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3208842	3209558	-	WP_000076440.1	WP_000076440.1		response regulator transcription factor BfmR	bfmR		ABUW_RS15450	717	238	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3209555	3209761	-							ABUW_RS15455	207		old_locus_tag=ABUW_3182
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3209555	3209761	-	WP_000143214.1	WP_000143214.1		hypothetical protein			ABUW_RS15455	207	68	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3210091	3212925	+							ABUW_RS15460	2835		old_locus_tag=ABUW_3183
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3210091	3212925	+	WP_000111540.1	WP_000111540.1		ribonucleoside-diphosphate reductase subunit alpha			ABUW_RS15460	2835	944	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3212981	3213115	+							ABUW_RS15465	135		old_locus_tag=ABUW_3184
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3212981	3213115	+	WP_000465010.1	WP_000465010.1		hypothetical protein			ABUW_RS15465	135	44	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3213253	3214536	+							ABUW_RS15470	1284		old_locus_tag=ABUW_3185
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3213253	3214536	+	WP_000025826.1	WP_000025826.1		ribonucleotide-diphosphate reductase subunit beta			ABUW_RS15470	1284	427	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3215372	3218296	+							ABUW_RS15475	2925		old_locus_tag=ABUW_3186
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3215372	3218296	+	WP_000470123.1	WP_000470123.1		hypothetical protein			ABUW_RS15475	2925	974	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3218510	3219403	-							ABUW_RS15480	894		old_locus_tag=ABUW_3188
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3218510	3219403	-	WP_000208307.1	WP_000208307.1		PhzF family isomerase			ABUW_RS15480	894	297	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3219627	3220490	+							ABUW_RS15485	864		old_locus_tag=ABUW_3189
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3219627	3220490	+	WP_001103910.1	WP_001103910.1		LysR family transcriptional regulator			ABUW_RS15485	864	287	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3220777	3221226	+							ABUW_RS15490	450		old_locus_tag=ABUW_3190
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3220777	3221226	+	WP_001206374.1	WP_001206374.1		hypothetical protein			ABUW_RS15490	450	149	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3221607	3222191	-							ABUW_RS15495	585		old_locus_tag=ABUW_3191
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3221607	3222191	-	WP_000639507.1	WP_000639507.1		hypothetical protein			ABUW_RS15495	585	194	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3222203	3222487	-							ABUW_RS15500	285		old_locus_tag=ABUW_3192
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3222203	3222487	-	WP_000650927.1	WP_000650927.1		hypothetical protein			ABUW_RS15500	285	94	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3222614	3223078	-							ABUW_RS15505	465		old_locus_tag=ABUW_3193
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3222614	3223078	-	WP_000876111.1	WP_000876111.1		hypothetical protein			ABUW_RS15505	465	154	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3223258	3223914	-							ABUW_RS15510	657		old_locus_tag=ABUW_3194
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3223258	3223914	-	WP_012300725.1	WP_012300725.1		TetR/AcrR family transcriptional regulator			ABUW_RS15510	657	218	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3224910	3225401	-							ABUW_RS15515	492		old_locus_tag=ABUW_3196
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3224910	3225401	-	WP_000249482.1	WP_000249482.1		flavin reductase			ABUW_RS15515	492	163	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3225587	3226630	-							ABUW_RS15520	1044		old_locus_tag=ABUW_3197
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3225587	3226630	-	WP_000735356.1	WP_000735356.1		methionine synthase			ABUW_RS15520	1044	347	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3226652	3227638	-							ABUW_RS15525	987		old_locus_tag=ABUW_3198
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3226652	3227638	-	WP_000031355.1	WP_000031355.1		DUF1852 domain-containing protein			ABUW_RS15525	987	328	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3228003	3228875	-							ABUW_RS15530	873		old_locus_tag=ABUW_3199
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3228003	3228875	-	WP_000572819.1	WP_000572819.1		LysR family transcriptional regulator			ABUW_RS15530	873	290	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3229131	3229739	+							ABUW_RS15535	609		old_locus_tag=ABUW_3201
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3229131	3229739	+	WP_000807295.1	WP_000807295.1		LysE family translocator			ABUW_RS15535	609	202	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3229841	3230866	-							ABUW_RS15540	1026		old_locus_tag=ABUW_3202
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3229841	3230866	-	WP_085920663.1	WP_085920663.1		fatty acid desaturase			ABUW_RS15540	1026	341	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3231082	3232089	+							ABUW_RS15545	1008		old_locus_tag=ABUW_3203
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3231082	3232089	+	WP_001136631.1	WP_001136631.1		AraC family transcriptional regulator			ABUW_RS15545	1008	335	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3232147	3233514	-							ABUW_RS15550	1368		old_locus_tag=ABUW_3204
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3232147	3233514	-	WP_001033441.1	WP_001033441.1		amidohydrolase			ABUW_RS15550	1368	455	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3233548	3234933	-							ABUW_RS15555	1386		old_locus_tag=ABUW_3205
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3233548	3234933	-	WP_001012249.1	WP_001012249.1		hypothetical protein			ABUW_RS15555	1386	461	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3235232	3236161	+							ABUW_RS15560	930		old_locus_tag=ABUW_3206
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3235232	3236161	+	WP_000403826.1	WP_000403826.1		LysR family transcriptional regulator			ABUW_RS15560	930	309	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3236440	3237750	+							ABUW_RS15565	1311		old_locus_tag=ABUW_3207
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3236440	3237750	+	WP_000383636.1	WP_000383636.1		MFS transporter			ABUW_RS15565	1311	436	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3237864	3238637	+							ABUW_RS15570	774		old_locus_tag=ABUW_3208
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3237864	3238637	+	WP_170318967.1	WP_170318967.1		extracellular solute-binding protein			ABUW_RS15570	774	257	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3238769	3239698	+							ABUW_RS15575	930		old_locus_tag=ABUW_3209
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3238769	3239698	+	WP_000421129.1	WP_000421129.1		LysR family transcriptional regulator			ABUW_RS15575	930	309	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3239802	3241208	+					tcuA		ABUW_RS15580	1407		old_locus_tag=ABUW_3210
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3239802	3241208	+	WP_000543954.1	WP_000543954.1		FAD-dependent tricarballylate dehydrogenase TcuA	tcuA		ABUW_RS15580	1407	468	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3241198	3242331	+					tcuB		ABUW_RS15585	1134		old_locus_tag=ABUW_3211
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3241198	3242331	+	WP_000994366.1	WP_000994366.1		tricarballylate utilization 4Fe-4S protein TcuB	tcuB		ABUW_RS15585	1134	377	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3242436	3243665	-							ABUW_RS15590	1230		old_locus_tag=ABUW_3212
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3242436	3243665	-	WP_000501127.1	WP_000501127.1		CoA transferase			ABUW_RS15590	1230	409	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3243718	3245040	-							ABUW_RS15595	1323		old_locus_tag=ABUW_3213
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3243718	3245040	-	WP_001058249.1	WP_001058249.1		MFS transporter			ABUW_RS15595	1323	440	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3245266	3246486	-							ABUW_RS15600	1221		old_locus_tag=ABUW_3214
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3245266	3246486	-	WP_001984166.1	WP_001984166.1		acyl-CoA dehydrogenase			ABUW_RS15600	1221	406	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3246732	3247679	+							ABUW_RS15605	948		old_locus_tag=ABUW_3215
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3246732	3247679	+	WP_001254610.1	WP_001254610.1		LysR family transcriptional regulator			ABUW_RS15605	948	315	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3247773	3248948	-							ABUW_RS15610	1176		old_locus_tag=ABUW_3216
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3247773	3248948	-	WP_000843791.1	WP_000843791.1		zinc-binding dehydrogenase			ABUW_RS15610	1176	391	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3249351	3250346	+					add		ABUW_RS15615	996		old_locus_tag=ABUW_3217
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3249351	3250346	+	WP_000629034.1	WP_000629034.1		adenosine deaminase	add		ABUW_RS15615	996	331	
gene	tRNA	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3250594	3250670	-							ABUW_RS15620	77		old_locus_tag=ABUW_3218
tRNA		GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3250594	3250670	-				tRNA-Pro			ABUW_RS15620	77		anticodon=TGG
gene	tRNA	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3250675	3250750	-							ABUW_RS15625	76		old_locus_tag=ABUW_3219
tRNA		GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3250675	3250750	-				tRNA-His			ABUW_RS15625	76		anticodon=GTG
gene	tRNA	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3250784	3250860	-							ABUW_RS15630	77		old_locus_tag=ABUW_3220
tRNA		GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3250784	3250860	-				tRNA-Arg			ABUW_RS15630	77		anticodon=TCT
gene	tRNA	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3250917	3250993	-							ABUW_RS15635	77		old_locus_tag=ABUW_3221
tRNA		GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3250917	3250993	-				tRNA-Pro			ABUW_RS15635	77		anticodon=TGG
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3251136	3252200	-					nadA		ABUW_RS15640	1065		old_locus_tag=ABUW_3222
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3251136	3252200	-	WP_001278262.1	WP_001278262.1		quinolinate synthase NadA	nadA		ABUW_RS15640	1065	354	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3252347	3253567	-					argJ		ABUW_RS15645	1221		old_locus_tag=ABUW_3223
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3252347	3253567	-	WP_000268130.1	WP_000268130.1		bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ	argJ		ABUW_RS15645	1221	406	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3253704	3254183	-							ABUW_RS15650	480		old_locus_tag=ABUW_3224
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3253704	3254183	-	WP_000927483.1	WP_000927483.1		methylated-DNA--[protein]-cysteine S-methyltransferase			ABUW_RS15650	480	159	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3254195	3254515	-							ABUW_RS15655	321		old_locus_tag=ABUW_3225
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3254195	3254515	-	WP_000312237.1	WP_000312237.1		multidrug efflux SMR transporter			ABUW_RS15655	321	106	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3254665	3255456	-							ABUW_RS15660	792		old_locus_tag=ABUW_3226
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3254665	3255456	-	WP_025468877.1	WP_025468877.1		cation transporter			ABUW_RS15660	792	263	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3255689	3256417	-							ABUW_RS15665	729		old_locus_tag=ABUW_3227
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3255689	3256417	-	WP_085920662.1	WP_085920662.1		copper resistance protein B			ABUW_RS15665	729	242	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3256431	3258365	-							ABUW_RS15670	1935		old_locus_tag=ABUW_3228
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3256431	3258365	-	WP_000018553.1	WP_000018553.1		copper resistance system multicopper oxidase			ABUW_RS15670	1935	644	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3258406	3258801	-							ABUW_RS15675	396		old_locus_tag=ABUW_3229
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3258406	3258801	-	WP_000174928.1	WP_000174928.1		hypothetical protein			ABUW_RS15675	396	131	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3258903	3259724	-							ABUW_RS15680	822		old_locus_tag=ABUW_3230
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3258903	3259724	-	WP_000216423.1	WP_000216423.1		HAD family hydrolase			ABUW_RS15680	822	273	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3260081	3260767	-					rpe		ABUW_RS15685	687		old_locus_tag=ABUW_3231
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3260081	3260767	-	WP_000043044.1	WP_000043044.1		ribulose-phosphate 3-epimerase	rpe		ABUW_RS15685	687	228	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3260952	3261224	+							ABUW_RS15690	273		old_locus_tag=ABUW_3232
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3260952	3261224	+	WP_000843451.1	WP_000843451.1		DUF2218 domain-containing protein			ABUW_RS15690	273	90	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3261225	3262073	-					fghA		ABUW_RS15695	849		old_locus_tag=ABUW_3233
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3261225	3262073	-	WP_001176408.1	WP_001176408.1		S-formylglutathione hydrolase	fghA		ABUW_RS15695	849	282	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3262042	3263493	-							ABUW_RS15700	1452		old_locus_tag=ABUW_3234
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3262042	3263493	-	WP_000566251.1	WP_000566251.1		hypothetical protein			ABUW_RS15700	1452	483	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3263630	3264421	-							ABUW_RS15705	792		old_locus_tag=ABUW_3235
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3263630	3264421	-	WP_000551171.1	WP_000551171.1		class I SAM-dependent methyltransferase			ABUW_RS15705	792	263	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3264433	3265098	-					tsaB		ABUW_RS15710	666		old_locus_tag=ABUW_3236
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3264433	3265098	-	WP_000770256.1	WP_000770256.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	tsaB		ABUW_RS15710	666	221	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3265230	3265757	-							ABUW_RS15715	528		old_locus_tag=ABUW_3237
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3265230	3265757	-	WP_085920661.1	WP_085920661.1		gamma carbonic anhydrase family protein			ABUW_RS15715	528	175	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3265780	3266406	-							ABUW_RS15720	627		old_locus_tag=ABUW_3238
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3265780	3266406	-	WP_002000136.1	WP_002000136.1		CoA pyrophosphatase			ABUW_RS15720	627	208	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3266521	3267069	+							ABUW_RS15725	549		old_locus_tag=ABUW_3239
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3266521	3267069	+	WP_000006665.1	WP_000006665.1		NUDIX hydrolase			ABUW_RS15725	549	182	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3267119	3269044	-							ABUW_RS15730	1926		old_locus_tag=ABUW_3240
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3267119	3269044	-	WP_001035109.1	WP_001035109.1		hypothetical protein			ABUW_RS15730	1926	641	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3269064	3270431	-					filE		ABUW_RS20310	1368		old_locus_tag=ABUW_3241
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	3269064	3270431	-	WP_052692485.1	WP_052692485.1		putative pilus assembly protein FilE	filE		ABUW_RS20310	1368	455	
